Name,Source URL
chocolatey_packages,https://github.com/watsonlu/chocolatey_packages
choregraphie,https://github.com/criteo-cookbooks/choregraphie
choregraphie_dynamodb_lock,https://github.com/gordonbondon/choregraphie-dynamodb-lock
chrome,https://github.com/dhoer/chef-chrome
chromedriver,https://github.com/dhoer/chef-chromedriver
chronograf,https://github.com/vkhatri/chef-chronograf
chronos,https://github.com/mdsol/chronos_cookbook
chrony,https://github.com/sous-chefs/chrony
chrony_ii,https://github.com/elastic-infra/chrony_ii
chruby,http://github.com/Atalanta/chef-chruby
chruby-build,https://github.com/madwork/chef-chruby-build
chruby_install,https://github.com/ichilton/chef_chruby_install
chz-firewall,https://github.com/cheezburger/ChefRecipes/tree/master/chz-firewall
c-icap,https://github.com/frostyslav/chef-c-icap
cifs,https://github.com/aioi/chef-cifs
cinc-client,https://github.com/atrull/cinc-client_cookbook
cinc-omnibus,https://github.com/sous-chefs/cinc-omnibus
circonus,https://github.com/circonus-labs/circonus-cookbook
circonus-broker,https://github.com/bixu/circonus-broker
cis_centos6,https://github.com/Huddle/cis_centos6
cisco-cookbook,https://github.com/cisco/cisco-network-chef-cookbook
cisco_imc_cookbook,https://github.com/CiscoUcs/cisco_imc_cookbook
ckbk,http://github.com/fnichol/chef-ckbk
clamav,https://github.com/RoboticCheese/clamav
clamav-milter,https://github.com/voroniys/clamav-milter
clickhouse,https://github.com/vinted/chef-clickhouse
client_bootstrap,https://github.com/Rikzg/client_bootstrap
clone12_2,https://github.com/jkohlmeier/clone12_2.git
clonezillalive,https://github.com/bcs-de/clonezillalive-cookbook
cloudcli,https://github.com/cmlicata/cloudcli-cookbook
cloudera-manager,https://github.com/raparkhurst/cloudera-manager
cloudflare,https://github.com/wk8/cookbook-cloudflare
cloud_init,https://github.com/Numergy/cloud-init-cookbook
cloudless-box,https://github.com/karolsluszniak/cloudless-box
cloudpassage,https://github.com/cloudpassage/cloudpassage-chef-cookbook
cloudstack,https://github.com/cloudops/cookbook_cloudstack
cloudstack_wrapper,https://github.com/cloudops/cookbook_cloudstack_wrapper
cloudwatch_logs,https://github.com/base2Services/cloudwatch_logs_cookbook
cloudwatch-logs,https://github.com/WeAreCloudar/chef-cloudwatch-logs
cloudwatch_monitoring,https://github.com/alexism/cloudwatch_monitoring
clustercontrol,https://github.com/severalnines/S9s_cookbooks
cmake,https://github.com/phlipper/chef-cmake
cobblerd,https://github.com/bloomberg/cobbler-cookbook
cobbpass,https://github.com/Movile/chef-cobbpass
cockpit,https://github.com/colourmeamused/cockpit-cookbook.git
cockpit_install,https://github.com/melonsmasher/chef_cockpit_install
co-cloudmonkey,https://github.com/cloudops/cookbook_co-cloudmonkey
code_deploy,https://github.com/meringu/code_deploy
codestriker,https://github.com/supki/codestriker
coffee-truck,https://github.com/zamedic/coffee-truck
collectd,https://github.com/bloomberg/collectd-cookbook
collectd-abiquo,https://github.com/abiquo/collectd-abiquo-cookbook
collectd_ii,https://github.com/Stromweld/collectd_ii
collectd-lib,https://github.com/jsirex/collectd-lib-cookbook
collectd-ng,https://github.com/hectcastro/chef-collectd
collectd_plugins,https://github.com/bloomberg/collectd_plugins-cookbook
colorize_output,https://github.com/locomote-cookbooks/colorize_output
common_attrs,https://github.com/JonathanSerafini/chef-common_attrs
common_auth,https://github.com/JonathanSerafini/chef-common_auth
common_core,https://github.com/JonathanSerafini/chef-common_core
common_deploy,https://github.com/JonathanSerafini/chef-common_deploy
common_linux,https://github.com/JonathanSerafini/chef-common_linux
commvault,https://github.com/sbp-cookbooks/commvault
composer,https://github.com/djoos-cookbooks/composer
composer-hhvm,https://github.com/vtalbot/composer-cookbook
concat,https://github.com/erhudy/chef-concat
concourse,https://github.com/ijettech-dev/concourse
confbase-chef,https://github.com/jrballot/confbase-chef
confbase-sowti,https://github.com/SowTi/confbase-sowti
confd,https://github.com/bloomberg/confd-cookbook
confd-iptables,https://github.com/johnbellone/confd-iptables-cookbook
conffile,https://github.com/optiflows-cookbooks/conffile
config-driven-helper,https://github.com/inviqa/chef-config-driven-helper
confluence,https://github.com/sous-chefs/confluence
confluent,https://github.com/bbaugher/confluent
confluent-cookbook,https://github.com/larsp/confluent-cookbook
confsbase-4linuxdevops,https://github.com/4linuxdevops/confsbase-4linuxdevops
confsbase-aleguedes1983,https://github.com/4linuxdevops/confsbase-4linuxdevops
confsbase-andreluis0182,https://github.com/4linuxdevops/confsbase-4linuxdevops
confsbase-leandromoreirati,https://github.com/leandromoreirati/confsbase-4linuxdevops
confsbase-robertofsilva,https://github.com/robertofsilva/confsbase-robertofsilva
confsbase-wcossta,https://github.com/4linuxdevops/confsbase-4linuxdevops
